Message/DistributionOrder/DistributionOrderId,Message/DistributionOrder/LineItem/IsHazmat
DOCD00140,TRUE
DOCD00141,FALSE
DOCD00142,TRUE
DOCD00143,FALSE
DOCD00144,TRUE
DOCD00145,FALSE
DOCD00146,TRUE
DOCD00147,FALSE
DOCD00148,TRUE
DOCD00149,FALSE
DOCD00150,TRUE
DOCD00151,FALSE
DOCD00152,TRUE
DOCD00153,FALSE
DOCD00154,TRUE
DOCD00155,FALSE
DOCD00156,FALSE
DOCD00157,FALSE
DOCD00158,TRUE
DOCD00159,FALSE
DOCD00160,TRUE
DOCD00161,TRUE
DOCD00162,FALSE
DOCD00163,TRUE
DOCD00164,FALSE
DOCD00165,TRUE
DOCD00166,FALSE
DOCD00167,TRUE
DOCD00168,FALSE
DOCD00169,TRUE
DOCD00170,FALSE
DOCD00171,TRUE
DOCD00172,FALSE
DOCD00173,TRUE
DOCD00174,FALSE
DOCD00175,TRUE
DOCD00176,FALSE
DOCD00177,FALSE
DOCD00178,FALSE
DOCD00179,TRUE
DOCD00180,FALSE
DOCD00181,TRUE
DOCD00182,TRUE
DOCD00183,FALSE
DOCD00184,TRUE
DOCD00185,FALSE
DOCD00186,TRUE
DOCD00187,FALSE
DOCD00188,TRUE
DOCD00189,FALSE
DOCD00190,TRUE
DOCD00191,FALSE
DOCD00192,TRUE
DOCD00193,FALSE
DOCD00194,TRUE
DOCD00195,FALSE
DOCD00196,TRUE
DOCD00197,FALSE
DOCD00198,FALSE
DOCD00199,FALSE
DOCD00200,TRUE
DOCD00201,FALSE
DOCD00202,TRUE
DOCD00203,TRUE
DOCD00204,FALSE
DOCD00205,TRUE
DOCD00206,FALSE
DOCD00207,TRUE
DOCD00208,FALSE
DOCD00209,TRUE
DOCD00210,FALSE
DOCD00211,TRUE
DOCD00212,FALSE
DOCD00213,TRUE
DOCD00214,FALSE
DOCD00215,TRUE
DOCD00216,FALSE
DOCD00217,TRUE
DOCD00218,FALSE
DOCD00219,FALSE
DOCD00220,FALSE
DOCD00221,TRUE
DOCD00222,FALSE
DOCD00223,TRUE
DOCD00224,TRUE
DOCD00225,FALSE
DOCD00226,TRUE
DOCD00227,FALSE
DOCD00228,TRUE
DOCD00229,FALSE
DOCD00230,TRUE
DOCD00231,FALSE
DOCD00232,TRUE
DOCD00233,FALSE
DOCD00234,TRUE
DOCD00235,FALSE
DOCD00236,TRUE
DOCD00237,FALSE
DOCD00238,TRUE
DOCD00239,FALSE
DOCD00240,FALSE
DOCD00241,FALSE
DOCD00242,TRUE
DOCD00243,FALSE
DOCD00244,TRUE
DOCD00245,TRUE
DOCD00246,FALSE
DOCD00247,TRUE
DOCD00248,FALSE
DOCD00249,TRUE
DOCD00250,FALSE
DOCD00251,TRUE
DOCD00252,FALSE
DOCD00253,TRUE
DOCD00254,FALSE
DOCD00255,TRUE
DOCD00256,FALSE
DOCD00257,TRUE
DOCD00258,FALSE
DOCD00259,TRUE
DOCD00260,FALSE
DOCD00261,FALSE
DOCD00262,FALSE
DOCD00263,TRUE
DOCD00264,FALSE
DOCD00265,TRUE
DOCD00266,TRUE
DOCD00267,FALSE
DOCD00268,TRUE
DOCD00269,FALSE
DOCD00270,TRUE
DOCD00271,FALSE
DOCD00272,TRUE
DOCD00273,FALSE
DOCD00274,TRUE
DOCD00275,FALSE
DOCD00276,TRUE
DOCD00277,FALSE
DOCD00278,TRUE
DOCD00279,FALSE
DOCD00280,TRUE
DOCD00281,FALSE
DOCD00282,FALSE
DOCD00283,FALSE
DOCD00284,TRUE
DOCD00285,FALSE
DOCD00286,TRUE
DOCD00287,TRUE
DOCD00288,FALSE
DOCD00289,TRUE
DOCD00290,FALSE
DOCD00291,TRUE
DOCD00292,FALSE
DOCD00293,TRUE
DOCD00294,FALSE
DOCD00295,TRUE
DOCD00296,FALSE
DOCD00297,TRUE
DOCD00298,FALSE
DOCD00299,TRUE
DOCD00300,FALSE
DOCD00301,TRUE
DOCD00302,FALSE
DOCD00303,FALSE
DOCD00304,FALSE
DOCD00305,TRUE
DOCD00306,FALSE
DOCD00307,TRUE
DOCD00308,TRUE
DOCD00309,FALSE
DOCD00310,TRUE
DOCD00311,FALSE
DOCD00312,TRUE
DOCD00313,FALSE
DOCD00314,TRUE
DOCD00315,FALSE
DOCD00316,TRUE
DOCD00317,FALSE
DOCD00318,TRUE
DOCD00319,FALSE
DOCD00320,TRUE
DOCD00321,FALSE
DOCD00322,TRUE
DOCD00323,FALSE
DOCD00324,FALSE
DOCD00325,FALSE
DOCD00326,TRUE
DOCD00327,FALSE
DOCD00328,TRUE
DOCD00329,TRUE
DOCD00330,FALSE
DOCD00331,TRUE
DOCD00332,FALSE
DOCD00333,TRUE
DOCD00334,FALSE
DOCD00335,TRUE
DOCD00336,FALSE
DOCD00337,TRUE
DOCD00338,FALSE
DOCD00339,TRUE
DOCD00340,FALSE
DOCD00341,TRUE
DOCD00342,FALSE
DOCD00343,TRUE
DOCD00344,FALSE
DOCD00345,FALSE
DOCD00346,FALSE
DOCD00347,TRUE
DOCD00348,FALSE
DOCD00349,TRUE
DOCD00350,TRUE
DOCD00351,FALSE
DOCD00352,TRUE
DOCD00353,FALSE
DOCD00354,TRUE
DOCD00355,FALSE
DOCD00356,TRUE
DOCD00357,FALSE
DOCD00358,TRUE
DOCD00359,FALSE
DOCD00360,TRUE
DOCD00361,FALSE
DOCD00362,TRUE
DOCD00363,FALSE
DOCD00364,TRUE
DOCD00365,FALSE
DOCD00366,FALSE
DOCD00367,FALSE
DOCD00368,TRUE
DOCD00369,FALSE
DOCD00370,TRUE
DOCD00371,TRUE
DOCD00372,FALSE
DOCD00373,TRUE
DOCD00374,FALSE
DOCD00375,TRUE
DOCD00376,FALSE
DOCD00377,TRUE
DOCD00378,FALSE
DOCD00379,TRUE
DOCD00380,FALSE
DOCD00381,TRUE
DOCD00382,FALSE
DOCD00383,TRUE
DOCD00384,FALSE
DOCD00385,TRUE
DOCD00386,FALSE
DOCD00387,FALSE
DOCD00388,FALSE
DOCD00389,TRUE
DOCD00390,FALSE
DOCD00391,TRUE
DOCD00392,TRUE
DOCD00393,FALSE
DOCD00394,TRUE
DOCD00395,FALSE
DOCD00396,TRUE
DOCD00397,FALSE
DOCD00398,TRUE
DOCD00399,FALSE
DOCD00400,TRUE
DOCD00401,FALSE
DOCD00402,TRUE
DOCD00403,FALSE
DOCD00404,TRUE
DOCD00405,FALSE
DOCD00406,TRUE
DOCD00407,FALSE
DOCD00408,FALSE
DOCD00409,FALSE
DOCD00410,TRUE
DOCD00411,FALSE
DOCD00412,TRUE
DOCD00413,TRUE
DOCD00414,FALSE
DOCD00415,TRUE
DOCD00416,FALSE
DOCD00417,TRUE
DOCD00418,FALSE
DOCD00419,TRUE
DOCD00420,FALSE
DOCD00421,TRUE
DOCD00422,FALSE
DOCD00423,TRUE
DOCD00424,FALSE
DOCD00425,TRUE
DOCD00426,FALSE
DOCD00427,TRUE
DOCD00428,FALSE
DOCD00429,FALSE
DOCD00430,FALSE
DOCD00431,TRUE
DOCD00432,FALSE
DOCD00433,TRUE
DOCD00434,TRUE
DOCD00435,FALSE
DOCD00436,TRUE
DOCD00437,FALSE
DOCD00438,TRUE
DOCD00439,FALSE
DOCD00440,TRUE
DOCD00441,FALSE
DOCD00442,TRUE
DOCD00443,FALSE
DOCD00444,TRUE
DOCD00445,FALSE
DOCD00446,TRUE
DOCD00447,FALSE
DOCD00448,TRUE
DOCD00449,FALSE
DOCD00450,FALSE
DOCD00451,FALSE
DOCD00452,TRUE
DOCD00453,FALSE
DOCD00454,TRUE
DOCD00455,TRUE
DOCD00456,FALSE
DOCD00457,TRUE
DOCD00458,FALSE
DOCD00459,TRUE
DOCD00460,FALSE
DOCD00461,TRUE
DOCD00462,FALSE
DOCD00463,TRUE
DOCD00464,FALSE
DOCD00465,TRUE
DOCD00466,FALSE
DOCD00467,TRUE
DOCD00468,FALSE
DOCD00469,TRUE
DOCD00470,FALSE
DOCD00471,FALSE
DOCD00472,FALSE
DOCD00473,TRUE
DOCD00474,FALSE
DOCD00475,TRUE
DOCD00476,TRUE
DOCD00477,FALSE
DOCD00478,TRUE
DOCD00479,FALSE
DOCD00480,TRUE
DOCD00481,FALSE
DOCD00482,TRUE
DOCD00483,FALSE
DOCD00484,TRUE
DOCD00485,FALSE
DOCD00486,TRUE
DOCD00487,FALSE
DOCD00488,TRUE
DOCD00489,FALSE
DOCD00490,TRUE
DOCD00491,FALSE
DOCD00492,FALSE
DOCD00493,FALSE
DOCD00494,TRUE
DOCD00495,FALSE
DOCD00496,TRUE
DOCD00497,TRUE
DOCD00498,FALSE
DOCD00499,TRUE
DOCD00500,FALSE
DOCD00501,TRUE
DOCD00502,FALSE
DOCD00503,TRUE
DOCD00504,FALSE
DOCD00505,TRUE
DOCD00506,FALSE
DOCD00507,TRUE
DOCD00508,FALSE
DOCD00509,TRUE
DOCD00510,FALSE
DOCD00511,TRUE
DOCD00512,FALSE
DOCD00513,FALSE
DOCD00514,FALSE
DOCD00515,TRUE
DOCD00516,FALSE
DOCD00517,TRUE
DOCD00518,TRUE
DOCD00519,FALSE
DOCD00520,TRUE
DOCD00521,FALSE
DOCD00522,TRUE
DOCD00523,FALSE
DOCD00524,TRUE
DOCD00525,FALSE
DOCD00526,TRUE
DOCD00527,FALSE
DOCD00528,TRUE
DOCD00529,FALSE
DOCD00530,TRUE
DOCD00531,FALSE
DOCD00532,TRUE
DOCD00533,FALSE
DOCD00534,FALSE
DOCD00535,FALSE
DOCD00536,TRUE
DOCD00537,FALSE
DOCD00538,TRUE
DOCD00539,TRUE
DOCD00540,FALSE
DOCD00541,TRUE
DOCD00542,FALSE
DOCD00543,TRUE
DOCD00544,FALSE
DOCD00545,TRUE
DOCD00546,FALSE
DOCD00547,TRUE
DOCD00548,FALSE
DOCD00549,TRUE
DOCD00550,FALSE
DOCD00551,TRUE
DOCD00552,FALSE
DOCD00553,TRUE
DOCD00554,FALSE
DOCD00555,FALSE
DOCD00556,FALSE
DOCD00557,TRUE
DOCD00558,FALSE
DOCD00559,TRUE
DOCD00560,TRUE
DOCD00561,FALSE
DOCD00562,TRUE
DOCD00563,FALSE
DOCD00564,TRUE
DOCD00565,FALSE
DOCD00566,TRUE
DOCD00567,FALSE
DOCD00568,TRUE
DOCD00569,FALSE
DOCD00570,TRUE
DOCD00571,FALSE
DOCD00572,TRUE
DOCD00573,FALSE
DOCD00574,TRUE
DOCD00575,FALSE
DOCD00576,FALSE
DOCD00577,FALSE
DOCD00578,TRUE
DOCD00579,FALSE
DOCD00580,TRUE
DOCD00581,TRUE
DOCD00582,FALSE
DOCD00583,TRUE
DOCD00584,FALSE
DOCD00585,TRUE
DOCD00586,FALSE
DOCD00587,TRUE
DOCD00588,FALSE
DOCD00589,TRUE
DOCD00590,FALSE
DOCD00591,TRUE
DOCD00592,FALSE
DOCD00593,TRUE
DOCD00594,FALSE
DOCD00595,TRUE
DOCD00596,FALSE
DOCD00597,FALSE
DOCD00598,FALSE
DOCD00599,TRUE
DOCD00600,FALSE
DOCD00601,TRUE
DOCD00602,TRUE
DOCD00603,FALSE
DOCD00604,TRUE
DOCD00605,FALSE
DOCD00606,TRUE
DOCD00607,FALSE
DOCD00608,TRUE
DOCD00609,FALSE
DOCD00610,TRUE
DOCD00611,FALSE
DOCD00612,TRUE
DOCD00613,FALSE
DOCD00614,TRUE
DOCD00615,FALSE
DOCD00616,TRUE
DOCD00617,FALSE
DOCD00618,FALSE
DOCD00619,FALSE
DOCD00620,TRUE
DOCD00621,FALSE
DOCD00622,TRUE
DOCD00623,TRUE
DOCD00624,FALSE
DOCD00625,TRUE
DOCD00626,FALSE
DOCD00627,TRUE
DOCD00628,FALSE
DOCD00629,TRUE
DOCD00630,FALSE
DOCD00631,TRUE
DOCD00632,FALSE
DOCD00633,TRUE
DOCD00634,FALSE
DOCD00635,TRUE
DOCD00636,FALSE
DOCD00637,TRUE
DOCD00638,FALSE
DOCD00639,FALSE
DOCD00640,FALSE
DOCD00641,TRUE
DOCD00642,FALSE
DOCD00643,TRUE
DOCD00644,TRUE
DOCD00645,FALSE
DOCD00646,TRUE
DOCD00647,FALSE
DOCD00648,TRUE
DOCD00649,FALSE
DOCD00650,TRUE
DOCD00651,FALSE
DOCD00652,TRUE
DOCD00653,FALSE
DOCD00654,TRUE
DOCD00655,FALSE
DOCD00656,TRUE
DOCD00657,FALSE
DOCD00658,TRUE
DOCD00659,FALSE
DOCD00660,FALSE
DOCD00661,FALSE
DOCD00662,TRUE
DOCD00663,FALSE
DOCD00664,TRUE
DOCD00665,TRUE
DOCD00666,FALSE
DOCD00667,TRUE
DOCD00668,FALSE
DOCD00669,TRUE
DOCD00670,FALSE
DOCD00671,TRUE
DOCD00672,FALSE
DOCD00673,TRUE
DOCD00674,FALSE
DOCD00675,TRUE
DOCD00676,FALSE
DOCD00677,TRUE
DOCD00678,FALSE
DOCD00679,TRUE
DOCD00680,FALSE
DOCD00681,FALSE
DOCD00682,FALSE
DOCD00683,TRUE
DOCD00684,FALSE
DOCD00685,TRUE
DOCD00686,TRUE
DOCD00687,FALSE
DOCD00688,TRUE
DOCD00689,FALSE
DOCD00690,TRUE
DOCD00691,FALSE
DOCD00692,TRUE
DOCD00693,FALSE
DOCD00694,TRUE
DOCD00695,FALSE
DOCD00696,TRUE
DOCD00697,FALSE
DOCD00698,TRUE
DOCD00699,FALSE
DOCD00700,TRUE
DOCD00701,FALSE
DOCD00702,FALSE
DOCD00703,FALSE
DOCD00704,TRUE
DOCD00705,FALSE
DOCD00706,TRUE
DOCD00707,TRUE
DOCD00708,FALSE
DOCD00709,TRUE
DOCD00710,FALSE
DOCD00711,TRUE
DOCD00712,FALSE
DOCD00713,TRUE
DOCD00714,FALSE
DOCD00715,TRUE
DOCD00716,FALSE
DOCD00717,TRUE
DOCD00718,FALSE
DOCD00719,TRUE
DOCD00720,FALSE
DOCD00721,TRUE
DOCD00722,FALSE
DOCD00723,FALSE
DOCD00724,FALSE
DOCD00725,TRUE
DOCD00726,FALSE
DOCD00727,TRUE
DOCD00728,TRUE
DOCD00729,FALSE
DOCD00730,TRUE
DOCD00731,FALSE
DOCD00732,TRUE
DOCD00733,FALSE
DOCD00734,TRUE
DOCD00735,FALSE
DOCD00736,TRUE
DOCD00737,FALSE
DOCD00738,TRUE
DOCD00739,FALSE
DOCD00740,TRUE
DOCD00741,FALSE
DOCD00742,TRUE
DOCD00743,FALSE
DOCD00744,FALSE
DOCD00745,FALSE
DOCD00746,TRUE
DOCD00747,FALSE
DOCD00748,TRUE
DOCD00749,TRUE
DOCD00750,FALSE
DOCD00751,TRUE
DOCD00752,FALSE
DOCD00753,TRUE
DOCD00754,FALSE
DOCD00755,TRUE
DOCD00756,FALSE
DOCD00757,TRUE
DOCD00758,FALSE
DOCD00759,TRUE
DOCD00760,FALSE
DOCD00761,TRUE
DOCD00762,FALSE
DOCD00763,TRUE
DOCD00764,FALSE
DOCD00765,FALSE
DOCD00766,FALSE
DOCD00767,TRUE
DOCD00768,FALSE
DOCD00769,TRUE
DOCD00770,TRUE
DOCD00771,FALSE
DOCD00772,TRUE
DOCD00773,FALSE
DOCD00774,TRUE
DOCD00775,FALSE
DOCD00776,TRUE
DOCD00777,FALSE
DOCD00778,TRUE
DOCD00779,FALSE
DOCD00780,TRUE
DOCD00781,FALSE
DOCD00782,TRUE
DOCD00783,FALSE
DOCD00784,TRUE
DOCD00785,FALSE
DOCD00786,FALSE
DOCD00787,FALSE
DOCD00788,TRUE
DOCD00789,FALSE
DOCD00790,TRUE
DOCD00791,TRUE
DOCD00792,FALSE
DOCD00793,TRUE
DOCD00794,FALSE
DOCD00795,TRUE
DOCD00796,FALSE
DOCD00797,TRUE
DOCD00798,FALSE
DOCD00799,TRUE
DOCD00800,FALSE
DOCD00801,TRUE
DOCD00802,FALSE
DOCD00803,TRUE
DOCD00804,FALSE
DOCD00805,TRUE
DOCD00806,FALSE
DOCD00807,FALSE
DOCD00808,FALSE
DOCD00809,TRUE
DOCD00810,FALSE
DOCD00811,TRUE
DOCD00812,TRUE
DOCD00813,FALSE
DOCD00814,TRUE
DOCD00815,FALSE
DOCD00816,TRUE
DOCD00817,FALSE
DOCD00818,TRUE
DOCD00819,FALSE
DOCD00820,TRUE
DOCD00821,FALSE
DOCD00822,TRUE
DOCD00823,FALSE
DOCD00824,TRUE
DOCD00825,FALSE
DOCD00826,TRUE
DOCD00827,FALSE
DOCD00828,FALSE
DOCD00829,FALSE
DOCD00830,TRUE
DOCD00831,FALSE
DOCD00832,TRUE
DOCD00833,TRUE
DOCD00834,FALSE
DOCD00835,TRUE
DOCD00836,FALSE
DOCD00837,TRUE
DOCD00838,FALSE
DOCD00839,TRUE
DOCD00840,FALSE
DOCD00841,TRUE
DOCD00842,FALSE
DOCD00843,TRUE
DOCD00844,FALSE
DOCD00845,TRUE
DOCD00846,FALSE
DOCD00847,TRUE
DOCD00848,FALSE
DOCD00849,FALSE
DOCD00850,FALSE
DOCD00851,TRUE
DOCD00852,FALSE
DOCD00853,TRUE
DOCD00854,TRUE
DOCD00855,FALSE
DOCD00856,TRUE
DOCD00857,FALSE
DOCD00858,TRUE
DOCD00859,FALSE
DOCD00860,TRUE
DOCD00861,FALSE
DOCD00862,TRUE
DOCD00863,FALSE
DOCD00864,TRUE
DOCD00865,FALSE
DOCD00866,TRUE
DOCD00867,FALSE
DOCD00868,TRUE
DOCD00869,FALSE
DOCD00870,FALSE
DOCD00871,FALSE
DOCD00872,TRUE
DOCD00873,FALSE
DOCD00874,TRUE
DOCD00875,TRUE
DOCD00876,FALSE
DOCD00877,TRUE
DOCD00878,FALSE
DOCD00879,TRUE
DOCD00880,FALSE
DOCD00881,TRUE
DOCD00882,FALSE
DOCD00883,TRUE
DOCD00884,FALSE
DOCD00885,TRUE
DOCD00886,FALSE
DOCD00887,TRUE
DOCD00888,FALSE
DOCD00889,TRUE
DOCD00890,FALSE
DOCD00891,FALSE
DOCD00892,FALSE
DOCD00893,TRUE
DOCD00894,FALSE
DOCD00895,TRUE
DOCD00896,TRUE
DOCD00897,FALSE
DOCD00898,TRUE
DOCD00899,FALSE
DOCD00900,TRUE
DOCD00901,FALSE
DOCD00902,TRUE
DOCD00903,FALSE
DOCD00904,TRUE
DOCD00905,FALSE
DOCD00906,TRUE
DOCD00907,FALSE
DOCD00908,TRUE
DOCD00909,FALSE
DOCD00910,TRUE
DOCD00911,FALSE
DOCD00912,FALSE
DOCD00913,FALSE
DOCD00914,TRUE
DOCD00915,FALSE
DOCD00916,TRUE
DOCD00917,TRUE
DOCD00918,FALSE
DOCD00919,TRUE
DOCD00920,FALSE
DOCD00921,TRUE
DOCD00922,FALSE
DOCD00923,TRUE
DOCD00924,FALSE
DOCD00925,TRUE
DOCD00926,FALSE
DOCD00927,TRUE
DOCD00928,FALSE
DOCD00929,TRUE
DOCD00930,FALSE
DOCD00931,TRUE
DOCD00932,FALSE
DOCD00933,FALSE
DOCD00934,FALSE
DOCD00935,TRUE
DOCD00936,FALSE
DOCD00937,TRUE
DOCD00938,TRUE
DOCD00939,FALSE
DOCD00940,TRUE
DOCD00941,FALSE
DOCD00942,TRUE
DOCD00943,FALSE
DOCD00944,TRUE
DOCD00945,FALSE
DOCD00946,TRUE
DOCD00947,FALSE
DOCD00948,TRUE
DOCD00949,FALSE
DOCD00950,TRUE
DOCD00951,FALSE
DOCD00952,TRUE
DOCD00953,FALSE
DOCD00954,FALSE
DOCD00955,FALSE
DOCD00956,TRUE
DOCD00957,FALSE
DOCD00958,TRUE
DOCD00959,TRUE
DOCD00960,FALSE
DOCD00961,TRUE
DOCD00962,FALSE
DOCD00963,TRUE
DOCD00964,FALSE
DOCD00965,TRUE
DOCD00966,FALSE
DOCD00967,TRUE
DOCD00968,FALSE
DOCD00969,TRUE
DOCD00970,FALSE
DOCD00971,TRUE
DOCD00972,FALSE
DOCD00973,TRUE
DOCD00974,FALSE
DOCD00975,FALSE
DOCD00976,FALSE
DOCD00977,TRUE
DOCD00978,FALSE
DOCD00979,TRUE
DOCD00980,TRUE
DOCD00981,FALSE
DOCD00982,TRUE
DOCD00983,FALSE
DOCD00984,TRUE
DOCD00985,FALSE
DOCD00986,TRUE
DOCD00987,FALSE
DOCD00988,TRUE
DOCD00989,FALSE
DOCD00990,TRUE
DOCD00991,FALSE
DOCD00992,TRUE
DOCD00993,FALSE
DOCD00994,TRUE
DOCD00995,FALSE
DOCD00996,FALSE
DOCD00997,FALSE
DOCD00998,TRUE
DOCD00999,FALSE
DOCD01000,TRUE
DOCD01001,TRUE
DOCD01002,FALSE
DOCD01003,TRUE
DOCD01004,FALSE
DOCD01005,TRUE
DOCD01006,FALSE
DOCD01007,TRUE
DOCD01008,FALSE
DOCD01009,TRUE
DOCD01010,FALSE
DOCD01011,TRUE
DOCD01012,FALSE
DOCD01013,TRUE
DOCD01014,FALSE
DOCD01015,TRUE
DOCD01016,FALSE
DOCD01017,FALSE
DOCD01018,FALSE
DOCD01019,TRUE
DOCD01020,FALSE
DOCD01021,TRUE
DOCD01022,TRUE
DOCD01023,FALSE
DOCD01024,TRUE
DOCD01025,FALSE
DOCD01026,TRUE
DOCD01027,FALSE
DOCD01028,TRUE
DOCD01029,FALSE
DOCD01030,TRUE
DOCD01031,FALSE
DOCD01032,TRUE
DOCD01033,FALSE
DOCD01034,TRUE
DOCD01035,FALSE
DOCD01036,TRUE
DOCD01037,FALSE
DOCD01038,FALSE
DOCD01039,FALSE
DOCD01040,TRUE
DOCD01041,FALSE
DOCD01042,TRUE
DOCD01043,TRUE
DOCD01044,FALSE
DOCD01045,TRUE
DOCD01046,FALSE
DOCD01047,TRUE
DOCD01048,FALSE
DOCD01049,TRUE
DOCD01050,FALSE
DOCD01051,TRUE
DOCD01052,FALSE
DOCD01053,TRUE
DOCD01054,FALSE
DOCD01055,TRUE
DOCD01056,FALSE
DOCD01057,TRUE
DOCD01058,FALSE
DOCD01059,FALSE
DOCD01060,FALSE
DOCD01061,TRUE
DOCD01062,FALSE
DOCD01063,TRUE
DOCD01064,TRUE
DOCD01065,FALSE
DOCD01066,TRUE
DOCD01067,FALSE
DOCD01068,TRUE
DOCD01069,FALSE
DOCD01070,TRUE
DOCD01071,FALSE
DOCD01072,TRUE
DOCD01073,FALSE
DOCD01074,TRUE
DOCD01075,FALSE
DOCD01076,TRUE
DOCD01077,FALSE
DOCD01078,TRUE
DOCD01079,FALSE
DOCD01080,FALSE
DOCD01081,FALSE
DOCD01082,TRUE
DOCD01083,FALSE
DOCD01084,TRUE
DOCD01085,TRUE
DOCD01086,FALSE
DOCD01087,TRUE
DOCD01088,FALSE
DOCD01089,TRUE
DOCD01090,FALSE
DOCD01091,TRUE
DOCD01092,FALSE
DOCD01093,TRUE
DOCD01094,FALSE
DOCD01095,TRUE
DOCD01096,FALSE
DOCD01097,TRUE
DOCD01098,FALSE
DOCD01099,TRUE
DOCD01100,FALSE
DOCD01101,FALSE
DOCD01102,FALSE
DOCD01103,TRUE
DOCD01104,FALSE
DOCD01105,TRUE
DOCD01106,TRUE
DOCD01107,FALSE
DOCD01108,TRUE
DOCD01109,FALSE
DOCD01110,TRUE
DOCD01111,FALSE
DOCD01112,TRUE
DOCD01113,FALSE
DOCD01114,TRUE
DOCD01115,FALSE
DOCD01116,TRUE
DOCD01117,FALSE
DOCD01118,TRUE
DOCD01119,FALSE
DOCD01120,TRUE
DOCD01121,FALSE
DOCD01122,FALSE
DOCD01123,FALSE
DOCD01124,TRUE
DOCD01125,FALSE
DOCD01126,TRUE
DOCD01127,TRUE
DOCD01128,FALSE
DOCD01129,TRUE
DOCD01130,FALSE
DOCD01131,TRUE
DOCD01132,FALSE
DOCD01133,TRUE
DOCD01134,FALSE
DOCD01135,TRUE
DOCD01136,FALSE
DOCD01137,TRUE
DOCD01138,FALSE
DOCD01139,TRUE
DOCD01140,FALSE
DOCD01141,TRUE
DOCD01142,FALSE
DOCD01143,FALSE
DOCD01144,FALSE
DOCD01145,TRUE
DOCD01146,FALSE
DOCD01147,TRUE
DOCD01148,TRUE
